bgrid,bgrname,bgrseverity,bgrassignedto,bgrreportedby,bgrreportedon,bgrstatus,bgrenvironment,bgrdesc
bgrid143,Differences between documentation and product,high,Caleb22,Caleb1,9/8/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid144,Arithmetic overflow,medium,Caleb38,Caleb1,9/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid145,Unpropagated updates,high,Caleb2,Caleb36,5/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid146,Infinite loops ,low,Caleb2,Caleb1,10/8/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid147,Differences between documentation and product,high,Caleb2,Caleb4,11/7/2015,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid148,Division by zero.,high,Caleb2,Caleb2,5/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid149,Differences between documentation and product,low,Caleb41,Caleb2,9/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid150,Incorrect hardware handling,medium,Caleb1,Caleb1,6/4/2016,not started,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid151,Unpropagated updates,high,Caleb2,Caleb2,4/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid152,Differences between documentation and product,high,Caleb2,Caleb18,9/8/2015,fixed,Act,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid153,Incorrect hardware handling,medium,Caleb14,Caleb35,3/6/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid154,Incompatible systems,medium,Caleb44,Caleb1,3/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid155,Incorrect hardware handling,high,Caleb1,Caleb1,2/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid156,Infinite loops ,high,Caleb15,Caleb2,11/7/2015,not started,Test,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid157,Arithmetic overflow,medium,Caleb1,Caleb46,9/8/2015,not started,Test,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid158,Division by zero.,high,Caleb1,Caleb1,5/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid159,Differences between documentation and product,low,Caleb1,Caleb26,2/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid160,Incorrect assumptions of a particular platform,low,Caleb2,Caleb2,9/8/2015,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid161,Differences between documentation and product,high,Caleb2,Caleb2,6/4/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid162,Incorrect hardware handling,medium,Caleb22,Caleb1,6/4/2016,fixed,Sbx,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid163,Incompatible systems,high,Caleb49,Caleb2,3/6/2016,not started,UTE,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid164,Unpropagated updates,medium,Caleb4,Caleb2,6/4/2016,in progress,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid165,Incompatible systems,low,Caleb14,Caleb1,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid166,infinite recursionIncorrect protocol implementation,low,Caleb19,Caleb1,12/7/2015,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid167,Arithmetic overflow,low,Caleb2,Caleb2,6/4/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid168,Incompatible systems,medium,Caleb1,Caleb23,11/7/2015,fixed,UTE,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid169,Differences between documentation and product,medium,Caleb1,Caleb2,4/5/2016,in progress,Act,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid170,infinite recursionIncorrect protocol implementation,medium,Caleb2,Caleb1,11/7/2015,in progress,Sbx,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid171,Incompatible systems,low,Caleb34,Caleb20,2/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid172,Incorrect assumptions of a particular platform,high,Caleb2,Caleb2,10/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid173,Infinite loops ,high,Caleb1,Caleb42,2/5/2016,not started,UTE,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid174,Division by zero.,medium,Caleb2,Caleb1,10/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
